index,batch
909844,53
909884,3
909887,4
909899,42
909926,10
909932,43
909934,22
909971,40
909994,47
909998,36
910004,12
910055,36
910095,49
910154,39
910160,19
910186,28
910327,22
910387,18
910399,18
910421,44
910432,46
910439,50
910452,45
910455,35
910473,16
910500,24
910609,47
910652,32
910655,10
910660,52
910704,49
910720,7
910748,9
910750,29
910763,17
910810,27
910811,49
910857,31
910870,14
910939,4
910958,25
910963,16
911011,37
911052,19
911061,26
911062,52
911143,4
911153,33
911163,27
911186,2
911194,17
911197,22
911228,48
911266,36
911293,44
911393,33
911509,2
911540,23
911548,20
911555,41
911656,16
911678,5
911684,23
911723,41
911748,46
911786,53
911813,27
911870,11
911912,23
911916,23
911937,52
911945,9
911963,46
911966,2
911984,34
912027,5
912028,6
912067,51
912076,48
912106,49
912117,45
912141,27
912181,31
912192,23
912221,18
912222,24
912241,3
912246,14
912251,39
912292,47
912314,31
912331,15
912386,12
912393,10
912407,23
912446,3
912470,32
912506,45
912566,23
912654,48
912678,48
912684,54
912697,41
912715,23
912731,48
912733,52
912755,22
912768,19
912785,44
912858,53
912913,14
912936,2
913026,1
913068,45
913069,3
913115,44
913124,53
913126,44
913135,11
913183,14
913197,28
913201,47
913209,41
913211,19
913214,55
913222,22
913230,19
913255,34
913313,13
913345,13
913374,52
913382,43
913405,13
913419,49
913451,3
913469,10
913479,46
913492,17
913528,51
913546,39
913547,17
913635,24
913689,41
913726,47
913737,46
913748,42
913797,5
913820,53
913875,1
913896,48
913912,23
913920,7
913942,3
914012,28
914114,43
914130,18
914137,22
914163,25
914164,0
914236,17
914256,33
914294,32
914335,48
914336,12
914384,8
914467,48
914531,29
914550,38
914588,27
914667,43
914670,41
914774,25
914805,23
914821,18
914823,22
914835,10
914851,32
914909,25
914915,45
914921,10
914931,36
914957,4
915006,5
915010,25
915043,37
915065,28
915068,43
915074,17
915097,6
915098,33
915102,11
915144,14
915209,37
915213,29
915244,4
915263,14
915280,9
915313,42
915336,47
915342,23
915344,33
915356,8
915368,16
915389,34
915414,32
915483,30
915498,36
915502,55
915566,52
915578,55
915613,31
915625,39
915697,48
915700,44
915715,9
915725,43
915728,28
915732,27
915734,20
915772,44
915778,23
915781,47
915932,3
915958,45
916008,31
916018,47
916108,11
916161,52
916199,0
916208,31
916332,33
916345,47
916402,19
916403,6
916409,51
916420,23
916466,35
916490,31
916514,0
916515,42
916516,29
916520,53
916543,45
916556,1
916557,3
916563,13
916587,13
916600,6
916609,13
916610,48
916648,55
916649,38
916725,51
916766,23
916775,39
916783,53
916846,47
916857,8
916876,34
916895,7
916898,40
916962,33
916979,33
916982,8
916991,47
917026,52
917077,25
917132,33
917139,33
917238,44
917272,11
917320,5
917354,30
917407,29
917431,2
917467,9
917474,1
917587,7
917589,11
917623,18
917644,52
917721,24
917734,46
917754,29
917822,21
917856,9
917889,9
917890,22
917936,30
917975,46
918000,17
918056,33
918151,36
918166,4
918170,6
918226,12
918231,54
918249,35
918255,39
918276,15
918288,32
918347,21
918352,16
918497,26
918524,46
918548,6
918551,53
918556,6
918564,29
918582,44
918594,32
918601,9
918626,54
918692,17
918732,43
918753,9
918754,49
918756,1
918788,52
918861,10
918918,17
918925,12
918926,35
918953,44
918982,2
918996,26
919005,4
919043,37
919052,40
919113,13
919117,31
919128,15
919162,36
919164,12
919172,3
919229,14
919262,42
919276,22
919301,7
919340,39
919345,20
919412,53
919479,35
919496,24
919517,35
919522,33
919550,19
919572,6
919583,21
919599,24
919601,44
919617,48
919643,9
919648,10
919660,5
919682,12
919688,44
919722,10
919774,24
919792,3
919829,22
919859,15
919860,43
919885,53
919915,32
919974,37
919989,34
919997,12
920040,29
920058,52
920090,55
920138,36
920171,44
920191,10
920206,32
920218,1
920317,20
920328,18
920363,33
920380,35
920406,33
920418,20
920437,47
920450,48
920476,4
920486,37
920505,49
920531,45
920555,26
920624,34
920644,7
920706,29
920747,36
920772,16
920774,44
920802,55
920838,6
920861,37
920890,17
920933,41
920985,14
921003,45
921009,33
921024,33
921043,9
921056,43
921088,30
921109,32
921157,7
921171,47
921200,27
921247,6
921283,52
921311,12
921353,0
921362,25
921367,34
921378,49
921400,48
921419,54
921423,0
921450,38
921478,11
921495,35
921594,11
921596,34
921627,11
921643,35
921660,17
921718,18
921747,42
921780,35
921800,50
921840,37
921865,28
921876,48
921888,53
921904,37
921908,31
921924,14
921926,9
921936,6
921981,51
921983,12
922017,18
922029,21
922077,7
922222,24
922241,38
922268,27
922274,44
922390,44
922395,43
922419,10
922431,22
922485,43
922486,3
922490,42
922527,49
922595,6
922600,35
922606,8
922648,2
922669,50
922683,20
922689,52
922712,47
922749,49
922762,44
922763,48
922795,12
922832,16
922967,29
922974,7
923005,15
923027,36
923030,24
923056,14
923143,35
923177,44
923200,25
923233,8
923265,47
923269,47
923275,54
923322,55
923326,16
923327,6
923340,53
923384,24
923389,38
923394,34
923411,51
923415,26
923420,13
923438,15
923446,45
923482,21
923487,18
923524,28
923628,15
923693,54
923697,46
923714,47
923717,9
923724,55
923748,7
923818,41
923855,19
923861,55
923873,2
923892,43
923939,9
923957,44
923979,7
923983,12
923998,23
924011,23
924014,38
924020,15
924025,52
924050,0
924052,17
924188,26
924191,41
924219,33
924228,34
924248,11
924321,23
924356,42
924374,35
924387,38
924391,51
924395,19
924412,26
924423,17
924459,35
924490,30
924515,47
924522,33
924586,0
924592,54
924602,23
924608,49
924612,51
924621,44
924627,36
924676,12
924705,28
924721,13
924746,53
924754,27
924760,44
924768,30
924799,26
924814,45
924815,55
924850,47
924860,44
924910,9
924911,18
924971,29
924977,16
925004,12
925034,47
925054,52
925104,42
925133,12
925156,0
925187,50
925238,35
925264,8
925296,55
925350,39
925351,42
925352,54
925361,46
925425,12
925432,54
925435,40
925440,49
925482,6
925569,21
925598,55
925599,1
925667,21
925687,1
925731,4
925753,18
925784,4
925812,6
925818,46
925821,54
925833,5
925892,13
925917,0
925933,10
925934,53
925970,45
926001,0
926003,26
926030,21
926060,40
926065,23
926089,35
926091,39
926145,19
926189,19
926304,52
926307,8
926308,5
926404,5
926448,28
926518,18
926630,39
926647,49
926661,18
926691,19
926696,31
926708,8
926709,29
926714,35
926735,35
926788,38
926793,36
926834,10
926848,22
926849,41
926853,37
926858,54
926914,18
926931,29
926935,7
926964,32
927018,10
927046,34
927072,51
927077,31
927093,12
927101,6
927103,23
927146,47
927183,10
927202,21
927210,11
927215,8
927283,19
927320,3
927385,32
927417,4
927435,27
927441,38
927600,40
927609,50
927662,38
927695,11
927706,27
927720,53
927744,35
927746,37
927748,46
927771,7
927828,11
927857,27
927858,45
927878,37
927891,52
927902,33
927931,42
927948,4
927980,25
927986,24
927991,36
928026,30
928031,43
928087,10
928096,17
928099,38
928173,16
928191,54
928202,6
928232,25
928343,55
928351,14
928373,55
928389,11
928401,50
928404,3
928410,19
928418,6
928432,11
928456,36
928464,26
928484,2
928490,42
928495,51
928539,22
928547,37
928555,23
928584,12
928610,39
928638,11
928665,50
928675,31
928682,43
928683,34
928712,25
928714,40
928728,34
928741,50
928766,44
928772,10
928807,29
928818,49
928830,6
928842,52
928870,48
928937,9
928982,49
928983,54
929005,24
929019,13
929021,9
929051,24
929064,1
929082,45
929094,17
929116,51
929144,49
929163,30
929171,11
929198,53
929304,1
929327,49
929332,39
929347,33
929384,10
929410,36
929497,50
929535,52
929555,31
929557,54
929565,26
929569,47
929578,51
929607,14
929613,46
929634,48
929649,34
929660,51
929668,8
929704,18
929709,34
929729,25
929733,21
929750,50
929752,13
929755,5
929795,10
929796,41
929798,55
929907,7
929938,46
929966,21
930043,13
930056,30
930063,27
930080,36
930148,9
930175,14
930180,10
930189,43
930209,0
930343,17
930364,3
930411,24
930421,31
930516,12
930520,35
930521,4
930527,1
930580,48
930609,55
930621,27
930624,41
930675,32
930713,47
930829,30
930844,22
930857,7
930859,40
930926,22
930932,31
930967,42
931011,1
931030,7
931098,51
931101,6
931131,41
931260,53
931264,28
931298,26
931326,15
931332,12
931356,40
931398,36
931442,1
931471,14
931483,54
931546,33
931567,4
931584,6
931596,18
931602,52
931615,3
931620,12
931674,43
931696,13
931710,50
931716,19
931731,35
931755,53
931787,10
931875,22
931881,55
931924,10
931936,25
931977,48
932078,42
932082,34
932083,29
932173,32
932181,4
932203,9
932224,26
932235,35
932240,22
932253,34
932277,53
932297,26
932329,13
932398,1
932452,47
932460,26
932465,46
932469,10
932480,8
932516,24
932524,48
932553,15
932639,51
932645,33
932658,16
932666,9
932670,26
932671,52
932695,52
932708,26
932718,46
932725,50
932733,19
932741,52
932771,46
932790,38
932891,48
932893,45
932947,33
933044,12
933046,48
933066,7
933070,32
933119,32
933156,44
933167,0
933175,38
933203,52
933241,43
933254,46
933275,7
933277,40
933304,13
933378,52
933390,45
933420,6
933449,1
933451,8
933495,25
933532,44
933543,31
933565,14
933583,1
933586,52
933588,2
933597,28
933603,27
933641,54
933646,49
933659,3
933670,13
933677,10
933698,8
933751,3
933761,54
933764,0
933773,14
933820,40
933845,16
933865,38
933926,37
933964,13
933981,50
934038,48
934051,45
934074,49
934113,48
934196,8
934215,29
934221,27
934241,8
934251,12
934287,6
934308,41
934316,12
934326,9
934366,30
934371,20
934462,46
934496,36
934529,18
934540,21
934547,33
934577,45
934584,40
934620,24
934632,32
934664,50
934731,29
934735,45
934742,14
934780,4
934804,1
934848,5
934876,8
934886,18
934905,27
934933,34
934935,7
934936,2
934940,8
934941,5
934942,39
934944,8
934945,42
934946,4
934948,26
934949,1
934950,45
934954,24
934959,45
934960,29
934961,49
934964,1
934965,6
934966,9
934968,50
934972,19
934974,32
934975,28
934982,21
934983,43
934984,36
934985,53
934986,22
934988,3
934989,6
934994,12
934995,27
934999,10
935000,20
935002,34
935003,46
935004,15
935005,44
935008,48
935009,40
935010,12
935016,44
935018,17
935020,43
935021,32
935023,32
935025,30
935026,27
935029,10
935031,55
935034,43
935035,25
935036,14
935037,14
935039,37
935044,23
935047,15
935048,21
935050,16
935051,50
935052,30
935053,17
935055,4
935060,39
935061,5
935063,34
935069,3
935070,20
935072,45
935075,22
935077,17
935078,39
935080,3
935082,13
935084,35
935087,47
935088,31
935092,54
935093,41
935094,0
935096,51
935100,17
935102,18
935104,25
935106,42
935107,5
935109,36
935112,17
935113,45
935114,20
935117,3
935118,38
935121,19
935127,29
935128,22
935130,2
935131,48
935132,49
935134,39
935135,37
935136,47
935137,26
935140,15
935144,38
935145,16
935147,23
935148,47
935150,27
935155,51
935156,51
935157,38
935159,50
935161,8
935162,48
935163,21
935164,51
935165,48
935168,25
935171,48
935175,47
935176,13
935177,18
935181,46
935182,6
935183,50
935185,8
935189,38
935192,29
935193,53
935194,46
935195,39
935198,6
935199,17
935204,20
935208,4
935209,1
935210,38
935211,19
935213,28
935214,43
935215,32
935217,32
935220,23
935222,3
935224,25
935226,17
935228,6
935229,11
935230,32
935231,17
935232,21
935234,48
935235,29
935236,27
935237,38
935239,3
935240,19
935244,4
935247,18
935250,38
935253,5
935255,54
935258,0
935260,19
935264,10
935265,13
935266,3
935267,53
935270,33
935272,30
935273,39
935275,35
935276,14
935277,39
935280,51
935282,37
935283,21
935284,6
935286,36
935287,5
935292,39
935293,21
935298,49
935300,27
935305,9
935307,8
935308,16
935310,40
935311,21
935313,38
935316,31
935317,46
935320,38
935322,14
935323,17
935324,20
935330,2
935331,28
935335,24
935337,2
935338,44
935339,9
935340,1
935341,41
935344,0
935345,42
935347,28
935348,27
935349,15
935351,49
935353,53
935354,6
935355,13
935358,32
935359,3
935361,16
935364,31
935367,3
935368,41
935372,53
935375,48
935377,4
935379,28
935381,32
935383,51
935387,4
935390,32
935393,36
935399,49
935403,48
935408,30
935409,14
935411,30
935413,51
935417,0
935418,20
935423,48
935424,20
935427,21
935429,4
935430,17
935432,49
935437,36
935440,38
935443,52
935444,53
935445,41
935446,15
935449,11
935451,44
935453,29
935454,49
935455,41
935457,37
935458,13
935459,26
935460,42
935461,9
935463,51
935466,17
935467,11
935470,32
935471,42
935472,30
935476,22
935478,39
935479,21
935480,28
935484,23
935487,4
935488,4
935490,8
935492,51
935495,18
935496,51
935497,24
935498,42
935500,8
935502,26
935504,49
935505,46
935507,45
935511,41
935513,22
935514,50
935517,0
935519,22
935521,17
935523,28
935526,39
935530,17
935534,53
935537,33
935539,5
935540,46
935543,21
935544,44
935546,19
935547,44
935550,43
935554,4
935556,18
935559,49
935560,4
935562,31
935565,36
935566,54
935568,44
935569,23
935571,54
935572,41
935573,7
935574,20
935577,45
935578,44
935582,39
935583,53
935586,25
935588,26
935589,6
935590,30
935591,18
935593,37
935594,52
935595,51
935596,1
935597,22
935598,1
935600,47
935601,7
935602,15
935603,10
935606,25
935607,36
935611,12
935612,24
935614,46
935616,46
935618,8
935626,53
935627,26
935628,5
935632,14
935634,20
935636,31
935640,36
935644,12
935646,49
935647,35
935648,10
935649,33
935650,37
935651,21
935654,33
935655,38
935657,49
935658,47
935661,28
935663,53
935664,23
935667,18
935670,7
935675,0
935676,33
935681,31
935683,9
935684,37
935686,0
935695,4
935696,51
935698,51
935700,45
935702,7
935704,19
935705,2
935706,31
935707,52
935708,21
935711,8
935715,0
935717,49
935720,13
935721,7
935725,1
935726,20
935727,33
935729,45
935730,24
935733,28
935734,5
935736,10
935738,20
935740,27
935742,0
935744,42
935753,48
935757,47
935758,10
935764,6
935766,12
935768,8
935770,31
935772,4
935774,53
935775,5
935778,50
935782,49
935783,29
935788,41
935789,37
935790,52
935792,12
935793,28
935795,1
935797,34
935800,8
935802,27
935805,20
935806,9
935807,18
935810,7
935812,52
935814,6
935815,45
935816,23
935817,29
935818,55
935819,46
935820,2
935821,19
935823,11
935828,43
935829,12
935837,52
935838,5
935840,12
935841,54
935843,49
935849,5
935850,50
935854,38
935856,30
935859,55
935861,17
935863,20
935864,36
935865,50
935866,9
935867,43
935868,12
935870,51
935872,12
935873,34
935875,0
935876,22
935883,3
935901,51
935904,16
935906,47
935907,48
935909,21
935911,0
935922,6
935924,55
935933,3
935939,47
935940,9
935947,36
935950,17
935972,8
935974,15
935975,30
935977,54
935980,15
935982,18
935985,45
935988,28
935990,5
935991,2
935992,50
935993,43
935995,5
935996,39
935997,44
935999,45
936000,31
936001,31
936002,18
936005,21
936006,15
936007,26
936009,2
936010,36
936012,13
936014,37
936017,21
936021,12
936022,23
936024,2
936025,19
936028,40
936029,16
936030,43
936031,42
936032,1
936033,5
936034,27
936035,51
936036,6
936037,0
936038,34
936040,7
936041,42
936043,55
936045,40
936047,23
936052,7
936056,55
936058,40
936059,22
936060,43
936062,5
936066,53
936069,27
936070,43
936072,12
936074,43
936075,28
936078,31
936081,47
936086,28
936087,22
936092,10
936094,32
936095,34
936096,21
936098,39
936099,48
936100,19
936101,35
936104,4
936105,12
936110,28
936112,35
936113,54
936114,16
936116,24
936119,9
936120,33
936124,39
936128,36
936130,25
936132,37
936133,2
936134,38
936137,19
936139,54
936140,20
936141,1
936142,14
936143,13
936144,42
936145,17
936147,42
936148,35
936151,21
936152,6
936155,17
936156,29
936157,19
936158,46
936159,37
936160,14
936161,53
936163,23
936164,19
936165,40
936166,43
936167,29
936173,9
936175,20
936177,6
936178,49
936179,47
936180,17
936181,13
936183,36
936184,39
936186,38
936187,35
936188,8
936189,53
936191,44
936193,20
936194,1
936195,0
936196,5
936197,13
936198,11
936201,12
936204,36
936205,7
936207,22
936219,23
936222,55
936223,26
936227,25
936228,36
936230,25
936231,4
936233,32
936236,30
936237,9
936239,45
936240,48
936241,5
936243,1
936244,11
936245,24
936246,42
936248,45
936249,6
936251,28
936255,40
936258,3
936261,25
936262,15
936265,24
936266,24
936268,25
936269,9
936270,43
936272,7
936273,37
936274,32
936275,18
936276,21
936282,25
936284,37
936288,32
936289,14
936290,21
936291,12
936293,13
936296,9
936298,41
936301,24
936302,40
936303,24
936305,55
936306,24
936308,31
936313,31
936314,9
936316,36
936318,46
936319,48
936322,17
936323,37
936324,50
936330,43
936331,4
936332,34
936335,25
936339,7
936342,6
936343,51
936349,24
936350,32
936352,18
936357,34
936361,52
936362,18
936363,2
936364,17
936366,44
936367,19
936369,49
936370,14
936371,26
936372,37
936373,31
936375,33
936376,27
936377,33
936381,33
936384,28
936392,11
936394,51
936395,29
936396,7
936397,2
936398,38
936399,40
936400,21
936401,10
936404,10
936406,36
936407,38
936408,7
936410,46
936411,14
936414,0
936415,31
936418,0
936420,52
936422,28
936423,49
936424,21
936427,50
936431,39
936433,31
936434,17
936435,50
936436,7
936437,34
936440,25
936441,50
936457,23
936458,28
936462,50
936468,15
936509,48
936519,54
936523,9
936537,25
936550,12
936564,52
936601,33
936612,29
936636,21
936645,26
936672,32
936676,39
936806,21
936815,3
936823,26
936831,17
936833,9
936860,47
936871,9
936878,19
936897,40
936903,52
936906,48
936929,16
936957,52
936976,31
936987,29
937006,47
937030,41
937119,37
937170,32
937173,27
937236,7
937247,16
937263,45
937278,13
937310,11
937324,7
937396,35
937402,6
937405,42
937429,0
937466,24
937494,51
937511,19
937513,50
937521,53
937558,42
937572,13
937577,4
937593,25
937594,10
937654,16
937667,21
937706,28
937719,26
937720,12
937750,45
937785,46
937902,29
937910,39
937914,22
937916,14
937918,16
937988,19
937989,22
938019,26
938027,28
938108,1
938181,22
938182,7
938188,45
938220,20
938250,17
938276,41
938314,7
938332,41
938364,7
938389,54
938426,42
938455,26
938460,3
938461,1
938477,25
938511,41
938517,50
938621,24
938637,38
938639,36
938715,4
938745,26
938757,42
938836,6
938885,8
938896,42
938985,2
938994,51
939034,26
939042,14
939103,26
939107,35
939126,33
939135,10
939160,45
939183,27
939291,28
939373,16
939403,54
939418,26
939426,41
939474,42
939484,0
939488,0
939514,35
939523,42
939553,19
939573,26
939593,15
939624,21
939634,28
939680,50
939705,41
939717,12
939757,30
939759,15
939790,45
939828,46
939835,32
939859,3
939903,24
939920,8
939967,35
939979,31
939980,12
940009,38
940030,8
940045,49
940048,49
940068,52
940076,43
940144,14
940148,55
940166,44
940183,26
940188,45
940190,40
940197,7
940198,4
940207,3
940266,36
940267,54
940291,14
940295,16
940333,17
940340,21
940371,16
940376,42
940377,51
940378,51
940451,31
940546,35
940586,28
940643,9
940660,2
940692,10
940746,48
940787,52
940851,9
940852,34
940853,16
940860,14
940936,53
940965,12
941013,52
941021,0
941037,42
941111,14
941114,50
941144,28
941152,19
941158,6
941221,9
941229,53
941231,50
941239,15
941242,44
941254,22
941275,1
941294,5
941300,1
941313,51
941339,41
941340,19
941385,22
941386,53
941412,13
941430,43
941440,2
941441,55
941460,6
941464,25
941493,23
941549,30
941608,1
941675,19
941680,45
941693,28
941721,34
941733,20
941803,28
941808,9
941848,38
941861,51
941878,21
941891,38
941902,21
941931,19
941940,4
941971,36
942006,52
942035,47
942041,37
942046,11
942056,8
942123,53
942129,55
942147,19
942158,44
942171,8
942193,27
942201,29
942272,6
942302,51
942321,10
942350,53
942372,42
942428,4
942465,11
942471,16
942530,28
942563,40
942616,6
942628,1
942650,24
942659,6
942660,21
942673,26
942767,8
942786,28
942819,43
942824,4
942847,46
942850,42
942852,6
942894,32
942897,7
942898,4
942931,51
942944,17
942984,0
943042,54
943059,34
943102,36
943107,43
943177,15
943202,26
943272,4
943303,23
943319,34
943370,28
943475,33
943519,52
943547,44
943605,28
943614,47
943617,40
943643,14
943658,24
943692,37
943696,3
943698,53
943706,28
943726,38
943786,8
943816,2
943896,32
943903,13
943920,3
943947,42
943974,3
943996,32
944011,17
944013,48
944026,54
944043,12
944074,5
944135,5
944140,45
944145,26
944160,29
944168,3
944196,46
944218,41
944225,0
944265,24
944367,42
944374,6
944390,0
944398,51
944401,49
944422,54
944459,23
944465,30
944473,7
944524,1
944526,28
944537,47
944551,25
944562,21
944565,40
944613,47
944620,9
944634,20
944738,8
944780,46
944804,20
944828,29
944833,35
944842,23
944854,44
944874,9
944921,45
944924,12
944939,6
944949,16
945005,11
945021,24
945026,11
945052,33
945093,9
945120,6
945236,6
945252,33
945295,30
945341,5
945426,37
945430,22
945451,20
945518,2
945560,54
945596,7
945598,48
945603,31
945620,54
945639,36
945642,55
945697,35
945700,37
945720,51
945742,0
945749,31
945775,8
945821,19
945836,10
945845,13
945848,7
945907,14
945920,6
945939,24
946055,33
946061,0
946063,49
946073,51
946087,38
946097,39
946100,7
946151,4
946152,51
946202,5
946221,54
946252,54
946265,2
946276,19
946333,31
946343,2
946370,17
946390,35
946396,2
946399,33
946432,35
946446,34
946463,26
946471,27
946495,37
946507,31
946522,26
946539,51
946556,45
946571,25
946577,8
946578,49
946612,4
946640,37
946670,7
946674,30
946676,32
946689,7
946722,54
946740,52
946750,15
946774,11
946828,1
946851,25
946870,21
946888,28
946890,14
946891,6
946913,45
946917,11
946944,14
946945,2
946969,15
946970,37
947006,2
947095,23
947102,29
947134,25
947142,52
947148,8
947171,5
947173,48
947236,54
947240,6
947282,20
947316,42
947371,38
947423,27
947435,13
947467,21
947471,4
947484,18
947528,31
947535,21
947562,7
947568,2
947622,52
947670,40
947685,13
947721,40
947727,31
947736,29
947791,55
947792,30
947803,6
947816,55
947832,5
947836,20
947841,32
947866,51
947869,38
947887,25
947939,45
947942,15
947952,37
947964,45
948001,34
948011,43
948055,54
948066,45
948074,5
948100,20
948107,10
948111,41
948171,1
948222,2
948256,49
948290,7
948297,1
948308,9
948341,40
948382,27
948384,32
948385,35
948393,43
948419,11
948450,23
948462,53
948468,36
948510,47
948554,3
948574,20
948600,14
948693,25
948711,37
948743,17
948780,8
948785,17
948854,38
948870,1
948872,53
948876,16
948883,27
948899,28
948911,10
948947,6
948984,15
948998,22
949087,49
949094,40
949160,7
949185,33
949222,46
949246,29
949251,26
949263,53
949305,46
949312,28
949340,54
949390,45
949401,2
949415,13
949449,46
949462,43
949479,40
949481,50
949503,18
949507,46
949528,20
949622,46
949626,12
949639,52
949685,19
949788,12
949799,40
949856,45
949915,20
949959,49
949961,47
949977,29
949978,25
949980,11
949982,45
949993,42
950053,24
950066,52
950070,17
950081,55
950189,37
950193,13
950202,45
950205,29
950287,51
950293,29
950315,24
950324,5
950342,48
950375,32
950379,19
950419,53
950503,35
950530,53
950556,41
950563,0
950568,10
950605,46
950625,9
950657,46
950677,18
950682,1
950697,50
950713,31
950740,21
950809,18
950835,32
950864,1
950877,2
950887,18
950982,31
951032,23
951095,1
951119,38
951173,1
951192,8
951200,50
951215,22
951238,30
951242,16
951285,27
951309,8
951375,20
951396,20
951402,42
951460,19
951470,36
951475,12
951497,46
951501,15
951524,18
951535,25
951562,49
951580,14
951598,33
951632,30
951644,9
951669,13
951694,47
951720,42
951772,9
951809,12
951810,42
951910,29
951915,54
951937,11
951948,33
951977,0
951993,16
952013,16
952026,23
952043,28
952044,18
952049,20
952067,16
952158,53
952167,31
952176,13
952296,27
952306,1
952311,50
952312,53
952313,42
952349,21
952391,21
952395,25
952401,5
952441,37
952469,27
952487,45
952491,37
952506,54
952556,33
952559,39
952560,5
952590,43
952663,5
952689,50
952697,5
952721,38
952740,1
952742,24
952792,37
952809,18
952820,23
952838,37
952866,34
952900,34
952904,28
952971,54
952993,28
952997,35
952998,20
953075,20
953085,10
953157,6
953193,22
953197,39
953214,46
953231,38
953236,33
953239,31
953253,27
953257,44
953263,45
953403,30
953433,36
953453,35
953469,25
953487,53
953534,51
953539,24
953543,51
953547,0
953575,1
953588,34
953609,11
953628,15
953640,23
953670,17
953699,36
953717,6
953732,40
953756,49
953789,16
953912,13
953932,20
953938,18
953949,55
953968,36
953973,36
953976,42
954004,50
954117,3
954138,21
954258,54
954272,39
954297,25
954306,4
954334,8
954381,26
954624,41
954633,32
954636,21
954670,25
954674,17
954677,47
954680,30
954685,37
954708,8
954723,27
954725,20
954731,52
954797,9
954805,39
954864,36
954878,0
954965,15
954981,34
955023,13
955074,55
955098,0
955102,49
955145,9
955171,50
955195,25
955324,30
955351,38
955378,44
955385,0
955389,22
955450,38
955469,20
955493,53
955494,9
955519,6
955566,43
955574,20
955580,40
955585,30
955589,48
955636,40
955637,36
955640,15
955651,2
955653,4
955685,36
955750,22
955774,21
955789,51
955800,43
955869,36
955871,44
955900,20
955923,46
955932,24
955938,26
955997,24
956039,28
956069,55
956130,49
956139,2
956159,11
956161,16
956164,8
956240,41
956282,47
956283,26
956296,38
956312,51
956364,47
956408,54
956423,55
956435,14
956460,7
956487,7
956511,20
956522,38
956541,43
956587,54
956625,27
956635,44
956667,36
956674,8
956712,7
956735,16
956775,31
956813,41
956885,41
956908,23
957009,13
957036,43
957043,35
957050,1
957072,3
957097,14
957150,1
957171,14
957211,49
957231,3
957240,52
957241,51
957246,8
957252,36
957339,10
957368,21
957372,16
957379,54
957394,35
957412,47
957429,27
957441,22
957446,46
957468,44
957482,10
957539,50
957546,21
957554,33
957573,44
957655,54
957687,29
957696,55
957723,7
957735,41
957775,9
957811,41
957820,27
957832,14
957858,14
957910,47
957937,35
958030,41
958045,22
958057,40
958069,22
958082,3
958184,21
958250,39
958253,20
958255,30
958258,32
958366,23
958407,48
958416,30
958434,11
958442,19
